event_id,customer_id,customer_name,city,failure_type,sub_reason,amount_inr,currency,failed_at,detected_at,contact_channel_pref,language_pref,prior_attempts,risk_score,phone_masked,do_not_disturb_hours,recoverability_score,urgency,failure_category,is_recoverable,action,channel_selected,reason_string,stopping_rule_triggered,recommended_delay_mins,script_template_key,tool_execution_status,tool_output_details,outcome_status,is_recovered,amount_recovered_inr,intervention_cost_inr,net_gain_inr,recovery_probability
evt_1db99,cust_1527,Sai Nair,Delhi,abandoned_checkout,otp_abandon,13454.65,INR,2026-08-26T16:00:00Z,2026-08-31T10:00:00Z,email,hinglish,0,0.27,+91-XXXXX-53687,22:00-08:00 IST,0.65,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹13,454.65), or explicit channel preference. Recoverability=0.65.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Sai Nair ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 13,454.65 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_1d"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.598
evt_6a9ad,cust_a99,Kavita Agarwal,Kolkata,overdue_invoice,cash_flow_delay,131435.22,INR,2026-08-27T03:00:00Z,2026-08-31T10:00:00Z,voice,hindi,0,0.16,+91-XXXXX-77449,22:00-08:00 IST,0.57,CRITICAL,B2B_INVOICE_PENDING,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (CRITICAL), transaction value (₹131,435.22), or explicit channel preference. Recoverability=0.57.",,5,voice_cash_flow_delay,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hindi"", ""agent_opening_line"": ""Namaste Kavita Agarwal ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 131,435.22 ka bhugtan poora nahi ho saka."", ""payment_link"": ""https://rzp.io/l/rec_evt_6a"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for cash_flow_delay.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.556
evt_eb986,cust_3fa,Kiara Kumar,Kolkata,failed_payment,insufficient_funds,3219.95,INR,2026-08-27T13:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0,0.07,+91-XXXXX-73532,22:00-08:00 IST,0.84,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_SMS,sms,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.84.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Kiara Kumar"", ""language"": ""hinglish"", ""message_body"": ""Hi Kiara Kumar, aapka \u20b93,219.95 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_eb"", ""payment_link"": ""https://rzp.io/l/rec_evt_eb"", ""estimated_cost_inr"": 0.15}",RECOVERED_SUCCESS,True,3219.95,0.15,3219.7999999999997,0.295
evt_377fc,cust_5c0,Diya Malhotra,Lucknow,failed_payment,insufficient_funds,5005.88,INR,2026-08-31T06:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,3,0.54,+91-XXXXX-75323,22:00-08:00 IST,0.29,MEDIUM,RECOVERABLE_PAYMENT_METHOD,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.29, PriorAttempts=3, RiskScore=0.54.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_cfdd5,cust_1695,Amit Shah,Kolkata,abandoned_checkout,otp_abandon,24525.85,INR,2026-08-28T19:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0,0.26,+91-XXXXX-64387,22:00-08:00 IST,0.65,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹24,525.85), or explicit channel preference. Recoverability=0.65.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Amit Shah ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 24,525.85 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_cf"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,24525.85,3.5,24522.35,0.598
evt_6f6c1,cust_2466,Rahul Sharma,Pune,overdue_invoice,forgotten,51797.82,INR,2026-08-26T04:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,0,0.63,+91-XXXXX-34727,22:00-08:00 IST,0.57,HIGH,B2B_INVOICE_PENDING,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹51,797.82), or explicit channel preference. Recoverability=0.57.",,30,voice_forgotten,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Rahul Sharma ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 51,797.82 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_6f"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for forgotten.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.556
evt_caf94,cust_1330,Sai Vera,Hyderabad,subscription_lapse,mandate_revoked,2347.9,INR,2026-08-28T00:00:00Z,2026-08-31T10:00:00Z,voice,hindi,1,0.91,+91-XXXXX-74923,22:00-08:00 IST,0.01,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: HIGH_FRAUD_RISK_THRESHOLD (risk_score >= 0.80). Recoverability=0.01, PriorAttempts=1, RiskScore=0.91.",HIGH_FRAUD_RISK_THRESHOLD (risk_score >= 0.80),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_21e41,cust_bfc,Amit Joshi,Chennai,failed_payment,insufficient_funds,13175.76,INR,2026-08-26T17:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.1,+91-XXXXX-44737,22:00-08:00 IST,0.83,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.83.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Amit Joshi"", ""language"": ""english"", ""message_body"": ""Hi Amit Joshi, your payment of \u20b913,175.76 could not be processed. Retry instantly using your preferred payment mode: https://rzp.io/l/rec_evt_21"", ""payment_link"": ""https://rzp.io/l/rec_evt_21"", ""estimated_cost_inr"": 0.5}",RECOVERED_SUCCESS,True,13175.76,0.5,13175.26,0.465
evt_6f15f,cust_1d58,Rohan Agarwal,Chandigarh,abandoned_checkout,otp_abandon,10119.61,INR,2026-08-28T00:00:00Z,2026-08-31T10:00:00Z,sms,english,0,0.24,+91-XXXXX-47667,22:00-08:00 IST,0.65,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹10,119.61), or explicit channel preference. Recoverability=0.65.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Rohan Agarwal, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 10,119.61."", ""payment_link"": ""https://rzp.io/l/rec_evt_6f"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,10119.61,3.5,10116.11,0.598
evt_52a68,cust_9b0,Riya Desai,Chandigarh,overdue_invoice,forgotten,132161.09,INR,2026-08-26T16:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.16,+91-XXXXX-42007,22:00-08:00 IST,0.67,CRITICAL,B2B_INVOICE_PENDING,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (CRITICAL), transaction value (₹132,161.09), or explicit channel preference. Recoverability=0.67.",,5,voice_forgotten,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Riya Desai ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 132,161.09 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_52"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for forgotten.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,132161.09,3.5,132157.59,0.608
evt_a0648,cust_1e47,Sai Iyer,Delhi,failed_payment,insufficient_funds,1645.04,INR,2026-08-27T08:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,2,0.1,+91-XXXXX-11231,22:00-08:00 IST,0.53,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_SMS,sms,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.53.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Sai Iyer"", ""language"": ""hinglish"", ""message_body"": ""Hi Sai Iyer, aapka \u20b91,645.04 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_a0"", ""payment_link"": ""https://rzp.io/l/rec_evt_a0"", ""estimated_cost_inr"": 0.15}",RECOVERED_SUCCESS,True,1645.04,0.15,1644.8899999999999,0.159
evt_e6666,cust_21ae,Myra Rao,Delhi,failed_payment,insufficient_funds,6905.08,INR,2026-08-27T17:00:00Z,2026-08-31T10:00:00Z,email,hinglish,3,0.78,+91-XXXXX-73335,22:00-08:00 IST,0.24,MEDIUM,RECOVERABLE_PAYMENT_METHOD,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.24, PriorAttempts=3, RiskScore=0.78.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_33b7a,cust_1316,Arjun Joshi,Chennai,abandoned_checkout,payment_page_drop,4789.45,INR,2026-08-28T06:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.89,+91-XXXXX-89482,22:00-08:00 IST,0.47,MEDIUM,CHECKOUT_ABANDONED,True,NO_ACTION_STOP,none,"Execution halted by stopping rule: HIGH_FRAUD_RISK_THRESHOLD (risk_score >= 0.80). Recoverability=0.47, PriorAttempts=0, RiskScore=0.89.",HIGH_FRAUD_RISK_THRESHOLD (risk_score >= 0.80),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_d72d9,cust_23b2,Myra Malhotra,Indore,subscription_lapse,card_expired,1328.54,INR,2026-08-29T09:00:00Z,2026-08-31T10:00:00Z,sms,hindi,1,0.65,+91-XXXXX-94717,22:00-08:00 IST,0.52,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_SMS,sms,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.52.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Myra Malhotra"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Myra Malhotra, \u0915\u093e\u0930\u094d\u0921 \u090f\u0915\u094d\u0938\u092a\u093e\u092f\u0930 \u0939\u094b\u0928\u0947 \u0915\u0947 \u0915\u093e\u0930\u0923 \u0906\u092a\u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u0905\u0938\u092b\u0932 \u0930\u0939\u093e\u0964 \u0938\u0947\u0935\u093e\u0913\u0902 \u0915\u094b \u091c\u093e\u0930\u0940 \u0930\u0916\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u093e\u0930\u094d\u0921 \u0935\u093f\u0935\u0930\u0923 \u0905\u092a\u0921\u0947\u091f \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_d7"", ""payment_link"": ""https://rzp.io/l/rec_evt_d7"", ""estimated_cost_inr"": 0.15}",RECOVERED_SUCCESS,True,1328.54,0.15,1328.3899999999999,0.191
evt_22819,cust_17ad,Suresh Nair,Indore,subscription_lapse,card_expired,3741.82,INR,2026-08-30T10:00:00Z,2026-08-31T10:00:00Z,email,hinglish,0,0.12,+91-XXXXX-75771,22:00-08:00 IST,0.78,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.78.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Suresh Nair"", ""language"": ""hinglish"", ""message_body"": ""Hi Suresh Nair, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_22"", ""payment_link"": ""https://rzp.io/l/rec_evt_22"", ""estimated_cost_inr"": 0.05}",RECOVERED_SUCCESS,True,3741.82,0.05,3741.77,0.358
evt_5e2e5,cust_e6f,Rahul Bansal,Pune,abandoned_checkout,genuine_abandonment,17667.15,INR,2026-08-30T04:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1,0.13,+91-XXXXX-83048,22:00-08:00 IST,0.01,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: PERMANENT_DECLINE_OR_REVOKED_MANDATE. Recoverability=0.01, PriorAttempts=1, RiskScore=0.13.",PERMANENT_DECLINE_OR_REVOKED_MANDATE,0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_760d6,cust_9af,Arjun Sharma,Pune,abandoned_checkout,otp_abandon,3965.25,INR,2026-08-27T11:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0,0.34,+91-XXXXX-13280,22:00-08:00 IST,0.63,HIGH,CHECKOUT_ABANDONED,True,NUDGE_SMS,sms,Recoverable CHECKOUT_ABANDONED (otp_abandon). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.63.,,0,nudge_otp_abandon,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Arjun Sharma"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Arjun Sharma, \u0906\u092a\u0915\u093e \u091a\u0947\u0915\u0906\u0909\u091f \u0905\u0927\u0942\u0930\u093e \u0930\u0939 \u0917\u092f\u093e \u0925\u093e\u0964 \u0907\u0938\u0947 \u0924\u0941\u0930\u0902\u0924 \u092a\u0942\u0930\u093e \u0915\u0930\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u092f\u0939\u093e\u0901 \u0915\u094d\u0932\u093f\u0915 \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_76"", ""payment_link"": ""https://rzp.io/l/rec_evt_76"", ""estimated_cost_inr"": 0.15}",FAILED_TO_RECOVER,False,0.0,0.15,-0.15,0.249
evt_b7049,cust_18e6,Diya Malhotra,Chandigarh,failed_payment,insufficient_funds,9713.36,INR,2026-08-26T11:00:00Z,2026-08-31T10:00:00Z,email,hinglish,0,0.1,+91-XXXXX-22739,22:00-08:00 IST,0.83,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.83.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Diya Malhotra"", ""language"": ""hinglish"", ""message_body"": ""Hi Diya Malhotra, aapka \u20b99,713.36 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_b7"", ""payment_link"": ""https://rzp.io/l/rec_evt_b7"", ""estimated_cost_inr"": 0.05}",RECOVERED_SUCCESS,True,9713.36,0.05,9713.310000000001,0.372
evt_5485d,cust_264f,Vikram Vera,Ahmedabad,subscription_lapse,card_expired,3450.96,INR,2026-08-25T15:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,0,0.2,+91-XXXXX-46666,22:00-08:00 IST,0.76,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.76.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Vikram Vera"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Vikram Vera, \u0915\u093e\u0930\u094d\u0921 \u090f\u0915\u094d\u0938\u092a\u093e\u092f\u0930 \u0939\u094b\u0928\u0947 \u0915\u0947 \u0915\u093e\u0930\u0923 \u0906\u092a\u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u0905\u0938\u092b\u0932 \u0930\u0939\u093e\u0964 \u0938\u0947\u0935\u093e\u0913\u0902 \u0915\u094b \u091c\u093e\u0930\u0940 \u0930\u0916\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u093e\u0930\u094d\u0921 \u0935\u093f\u0935\u0930\u0923 \u0905\u092a\u0921\u0947\u091f \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_54"", ""payment_link"": ""https://rzp.io/l/rec_evt_54"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.441
evt_20ca1,cust_1b9e,Deepak Kumar,Ahmedabad,failed_payment,insufficient_funds,12904.03,INR,2026-08-30T08:00:00Z,2026-08-31T10:00:00Z,email,hinglish,2,0.77,+91-XXXXX-69600,22:00-08:00 IST,0.4,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.4.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Deepak Kumar"", ""language"": ""hinglish"", ""message_body"": ""Hi Deepak Kumar, aapka \u20b912,904.03 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_20"", ""payment_link"": ""https://rzp.io/l/rec_evt_20"", ""estimated_cost_inr"": 0.05}",FAILED_TO_RECOVER,False,0.0,0.05,-0.05,0.176
evt_2fe1e,cust_117b,Diya Sharma,Mumbai,subscription_lapse,card_expired,1444.02,INR,2026-08-30T01:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,1,0.24,+91-XXXXX-29340,22:00-08:00 IST,0.6,HIGH,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹1,444.02), or explicit channel preference. Recoverability=0.6.",,30,voice_card_expired,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Diya Sharma ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 1,444.02 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_2f"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for card_expired.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,1444.02,3.5,1440.52,0.486
evt_e24e8,cust_416,Rahul Patel,Delhi,abandoned_checkout,otp_abandon,7014.95,INR,2026-08-29T13:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.18,+91-XXXXX-44782,22:00-08:00 IST,0.66,HIGH,CHECKOUT_ABANDONED,True,NUDGE_WHATSAPP,whatsapp,Recoverable CHECKOUT_ABANDONED (otp_abandon). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.66.,,0,nudge_otp_abandon,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Rahul Patel"", ""language"": ""english"", ""message_body"": ""Hi Rahul Patel, you left your payment unfinished. Click here to complete your transaction securely: https://rzp.io/l/rec_evt_e2"", ""payment_link"": ""https://rzp.io/l/rec_evt_e2"", ""estimated_cost_inr"": 0.5}",RECOVERED_SUCCESS,True,7014.95,0.5,7014.45,0.406
evt_25d40,cust_c04,Riya Pillai,Bangalore,abandoned_checkout,genuine_abandonment,3144.04,INR,2026-08-26T15:00:00Z,2026-08-31T10:00:00Z,voice,hindi,0,0.68,+91-XXXXX-96363,22:00-08:00 IST,0.01,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: PERMANENT_DECLINE_OR_REVOKED_MANDATE. Recoverability=0.01, PriorAttempts=0, RiskScore=0.68.",PERMANENT_DECLINE_OR_REVOKED_MANDATE,0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_9de7d,cust_1735,Suresh Sharma,Mumbai,abandoned_checkout,otp_abandon,21335.01,INR,2026-08-26T20:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,2,0.08,+91-XXXXX-46046,22:00-08:00 IST,0.38,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹21,335.01), or explicit channel preference. Recoverability=0.38.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Suresh Sharma ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 21,335.01 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_9d"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.32
evt_b83d4,cust_2700,Ishaan Vera,Indore,abandoned_checkout,otp_abandon,8076.84,INR,2026-08-26T00:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1,0.35,+91-XXXXX-38183,22:00-08:00 IST,0.48,HIGH,CHECKOUT_ABANDONED,True,NUDGE_SMS,sms,Recoverable CHECKOUT_ABANDONED (otp_abandon). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.48.,,0,nudge_otp_abandon,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Ishaan Vera"", ""language"": ""hinglish"", ""message_body"": ""Hi Ishaan Vera, aapka checkout incomplete tha (\u20b98,076.84). Don't worry, aapka cart saved hai! Complete payment in 1-click: https://rzp.io/l/rec_evt_b8"", ""payment_link"": ""https://rzp.io/l/rec_evt_b8"", ""estimated_cost_inr"": 0.15}",RECOVERED_SUCCESS,True,8076.84,0.15,8076.6900000000005,0.183
evt_86831,cust_20ce,Saanvi Chopra,Chennai,subscription_lapse,card_expired,2173.43,INR,2026-08-30T09:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.38,+91-XXXXX-21188,22:00-08:00 IST,0.72,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.72.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Saanvi Chopra"", ""language"": ""hinglish"", ""message_body"": ""Hi Saanvi Chopra, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_86"", ""payment_link"": ""https://rzp.io/l/rec_evt_86"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.427
